cat,freq,n-grams
esportes,2,resto
esportes,2,resultados positivo
esportes,2,resultados ser
esportes,2,resultar
esportes,2,retornar time
esportes,2,retranca
esportes,2,rigoroso
esportes,2,roberto
esportes,2,roberto jardim
esportes,2,roberto jardim diariogaucho
esportes,2,rodada ontem
esportes,2,rodada terca
esportes,2,rodada terca feira
esportes,2,roer
esportes,2,ruim time
esportes,2,rumo
esportes,2,sabado quando
esportes,2,saber ir
esportes,2,sagrar
esportes,2,saida
esportes,2,sair sufocar
esportes,2,salario jogar
esportes,2,satisfazer
esportes,2,saudar
esportes,2,seculo
esportes,2,seguinte
esportes,2,selecao ano
esportes,2,selecao considerar
esportes,2,selecao considerar jogo
esportes,2,selecao experiente
esportes,2,selecao experiente jogar
esportes,2,selecao receber
esportes,2,selecao ter
esportes,2,selecao vizinho
esportes,2,selecao vizinho nao
esportes,2,semana ir
esportes,2,semestre
esportes,2,semifinal
esportes,2,senhor
esportes,2,sequer
esportes,2,ser abrir
esportes,2,ser absoluto
esportes,2,ser apenas
esportes,2,ser aplicar
esportes,2,ser aproveitar
esportes,2,ser bom
esportes,2,ser casa
esportes,2,ser caso
esportes,2,ser claro
esportes,2,ser clube
esportes,2,ser conhecer selecao
esportes,2,ser decidir
esportes,2,ser definir
esportes,2,ser demais
esportes,2,ser dia
esportes,2,ser diferente
esportes,2,ser estar
esportes,2,ser facil
esportes,2,ser forma
esportes,2,ser fundamento
esportes,2,ser golear
esportes,2,ser historia
esportes,2,ser hora
esportes,2,ser indiscutivel
esportes,2,ser justo
esportes,2,ser maior
esportes,2,ser meio
esportes,2,ser melhor solucao
esportes,2,ser momento
esportes,2,ser necessario
esportes,2,ser novo
esportes,2,ser obter
esportes,2,ser primeiro
esportes,2,ser quilometro
esportes,2,ser real
esportes,2,ser realista
esportes,2,ser referencia
esportes,2,ser representar
esportes,2,ser saber
esportes,2,ser somente
esportes,2,ser superior
esportes,2,ser tornar
esportes,2,ser trazer
esportes,2,ser unico
esportes,2,ser vencer
esportes,2,ser vitoria
esportes,2,seriedade
esportes,2,servico
esportes,2,significar
esportes,2,sistema defensivo
esportes,2,so conseguir
esportes,2,so depois
esportes,2,so ir
esportes,2,so ser
esportes,2,so vencer
esportes,2,so ver
esportes,2,sobremaneira
esportes,2,sobreviver graca
esportes,2,sobreviver graca imenso
esportes,2,social
esportes,2,socio
esportes,2,sombrio
esportes,2,sonhar
esportes,2,sonho
esportes,2,sono
esportes,2,subida
esportes,2,substituir fazer
esportes,2,substituto
esportes,2,suficiente
esportes,2,sufocar
esportes,2,sugestao
esportes,2,sugestao enfrentar
esportes,2,sugestao enfrentar envolvente
esportes,2,sul americano como
esportes,2,sul mundo
esportes,2,sul mundo ter
esportes,2,sumula
esportes,2,sumula jogo
esportes,2,superior ter
esportes,2,surpreender
esportes,2,suspenso
esportes,2,tabela classificacao
esportes,2,talvez excecao
esportes,2,tamanho
esportes,2,tambem dever
esportes,2,tambem ir
esportes,2,tambem nao
esportes,2,tanto ser
esportes,2,tao classico
esportes,2,tao classico sul
esportes,2,tarde sabado
esportes,2,tarefa
esportes,2,tecnica jogar
esportes,2,tecnicamente
esportes,2,tecnico Vanderlei
esportes,2,tecnico brasileiro
esportes,2,tecnico brasileiro final
esportes,2,tecnico certo
esportes,2,tempo dar
esportes,2,tempo dar cara
esportes,2,tempo estar
esportes,2,tempo ir
esportes,2,tempo jogo
esportes,2,tempo muito
esportes,2,tempo nao
esportes,2,tempo quando
esportes,2,tempo ter
esportes,2,tempo time
esportes,2,tentativa
esportes,2,ter ainda
esportes,2,ter ano
esportes,2,ter aprontar
esportes,2,ter aprontar novidade
esportes,2,ter condicao
esportes,2,ter conviccao
esportes,2,ter deixar
esportes,2,ter duro
esportes,2,ter duro adversario
esportes,2,ter fazer
esportes,2,ter fe ter
esportes,2,ter forte
esportes,2,ter historia
esportes,2,ter imenso
esportes,2,ter imenso curiosidade
esportes,2,ter jogar mais
esportes,2,ter marcar
esportes,2,ter marcar gol
esportes,2,ter melhor
esportes,2,ter menor
esportes,2,ter menor duvida
esportes,2,ter mostrar zagueiro
esportes,2,ter muito chance
esportes,2,ter obrigacao
esportes,2,ter quase
esportes,2,ter selecao
esportes,2,ter selecao experiente
esportes,2,ter tempo
esportes,2,ter time
esportes,2,ter time largar
esportes,2,ter vencer
esportes,2,termico
esportes,2,teste
esportes,2,time atuar
esportes,2,time brasileiro
esportes,2,time brasileiro estar
esportes,2,time conta
esportes,2,time continuar
esportes,2,time coracao
esportes,2,time ir
esportes,2,time largar
esportes,2,time largar mao
esportes,2,time nao ter
esportes,2,time partida
esportes,2,time paulista
esportes,2,time so
esportes,2,time tecnico nao
esportes,2,times brasileiro
esportes,2,titulo mundial
esportes,2,titulo nacional
esportes,2,toalha
esportes,2,toque bola espanhol
esportes,2,torcer nao
esportes,2,torcer ver
esportes,2,torcida organizar
esportes,2,torcida ser
esportes,2,trabalhar area
esportes,2,trabalho coletivo
esportes,2,tradicao selecao
esportes,2,tradicao selecao considerar
esportes,2,tranquilo
esportes,2,transferir decisao
esportes,2,treino sabado
esportes,2,tricolor ter
esportes,2,ultimo partida
esportes,2,ultrapassar aparente
esportes,2,ultrapassar aparente final
esportes,2,unico jogar
esportes,2,uniforme
esportes,2,uruguaio certeza
esportes,2,uruguaio certeza nao
esportes,2,uruguaio conhecer
esportes,2,uruguaio conhecer meandro
esportes,2,uruguaio ser
esportes,2,uruguaio ter
esportes,2,uruguaio ter imenso
esportes,2,utilidade
esportes,2,vacilar
esportes,2,vaga libertar
esportes,2,vaia
esportes,2,valar pena
esportes,2,valer
esportes,2,varios
esportes,2,vencer classico
esportes,2,vencer primeiro
esportes,2,vencer ser
esportes,2,vencer ter aprontar
esportes,2,vender
esportes,2,ver time
esportes,2,verdade ser
esportes,2,verdade ser time
esportes,2,verdade so
esportes,2,verdadeiro
esportes,2,verde
esportes,2,vermelho branco
esportes,2,veste
esportes,2,vez time
esportes,2,vez vez
esportes,2,viagem aviao
esportes,2,vila nao poder
esportes,2,vinha
esportes,2,violento
esportes,2,vir acompanhar
esportes,2,virtude
esportes,2,visar
esportes,2,visivel
esportes,2,vital
esportes,2,vitoria consistente
esportes,2,vitoria empate
esportes,2,vitoria jogar
esportes,2,vitoria time
esportes,2,vitoria uruguaio
esportes,2,vitoria uruguaio ter
esportes,2,viver momento
esportes,2,vizinho aqui
esportes,2,vizinho aqui sul
esportes,2,vizinho nao
esportes,2,vizinho nao penso
esportes,2,volta mundo
esportes,2,vontade vencer ter
esportes,2,xingar
esportes,2,zagueiro sobreviver
esportes,2,zagueiro sobreviver graca
esportes,2,zona rebaixar
trabalhador,1,  ir
trabalhador,1,  ir aprendiz
trabalhador,1,  revelar
trabalhador,1,  revelar ser
trabalhador,1,  tecnica
trabalhador,1,  tecnica aprender
trabalhador,1,00hs categoria concuros
trabalhador,1,00hs categoria curso
trabalhador,1,00hs categoria vaga
trabalhador,1,0h
trabalhador,1,0h ir
trabalhador,1,0h ir assumir
trabalhador,1,10h
trabalhador,1,10h estar
trabalhador,1,10h estar empregar
trabalhador,1,11h 14h
trabalhador,1,11h 14h 16h
trabalhador,1,11h 17h
trabalhador,1,11h 17h segunda
trabalhador,1,11h propxima
trabalhador,1,11h propxima sexta
trabalhador,1,11horas
trabalhador,1,11horas categoria
trabalhador,1,11horas categoria curso
trabalhador,1,12h 13h
trabalhador,1,12h 13h 18h
trabalhador,1,12h 14h
trabalhador,1,12h 14h 17h
trabalhador,1,13h 18h
trabalhador,1,13h 18h departamento
trabalhador,1,13h segunda
trabalhador,1,13h segunda feira
trabalhador,1,14h 16h mais
trabalhador,1,14h 16h sudoeste
trabalhador,1,14h 17h
trabalhador,1,14h 17h participar
trabalhador,1,14h Sepulveda
trabalhador,1,14h Sepulveda esquina
trabalhador,1,14h selecao
trabalhador,1,14h selecao amanha
trabalhador,1,15h chegar
trabalhador,1,15h chegar 10h
trabalhador,1,15h frente
trabalhador,1,15h frente sabado
trabalhador,1,16h mais
trabalhador,1,16h mais informar
trabalhador,1,16h ser
trabalhador,1,16h ser preciso
trabalhador,1,16h site
trabalhador,1,16h site www
trabalhador,1,16h sudoeste
trabalhador,1,16h sudoeste publico
trabalhador,1,17h participar
trabalhador,1,17h participar ser
trabalhador,1,17h porto
trabalhador,1,17h porto remuneracao
trabalhador,1,17h postar
trabalhador,1,17h postar espaco
trabalhador,1,17h segunda
trabalhador,1,17h segunda sexta
trabalhador,1,17h ser
trabalhador,1,17h ser preciso
trabalhador,1,18h
trabalhador,1,18h departamento
trabalhador,1,18h departamento vaga
trabalhador,1,19h 21h30min
trabalhador,1,19h 21h30min custo
trabalhador,1,19h 22h
trabalhador,1,19h 22h dia
trabalhador,1,19h meta
trabalhador,1,19h meta ser
trabalhador,1,1a
trabalhador,1,1a 2a
trabalhador,1,1a 2a categoria
trabalhador,1,1o agosto
trabalhador,1,1o agosto 14h
trabalhador,1,1o janeiro
trabalhador,1,1o janeiro publico
trabalhador,1,1o junho
trabalhador,1,1o junho cidade
trabalhador,1,21h30min
trabalhador,1,21h30min custo
trabalhador,1,21h30min custo total
trabalhador,1,22h
trabalhador,1,22h dia
trabalhador,1,22h dia agosto
trabalhador,1,2a
trabalhador,1,2a categoria
trabalhador,1,2a categoria certificado
trabalhador,1,2h
trabalhador,1,2h produzir
trabalhador,1,2h produzir pao
trabalhador,1,7h
trabalhador,1,7h 0h
trabalhador,1,7h 0h ir
trabalhador,1,8h 11h
trabalhador,1,8h 11h 17h
trabalhador,1,8h 12h
trabalhador,1,8h 12h 13h
trabalhador,1,8h 17h
trabalhador,1,8h 17h porto
trabalhador,1,9h 11h
trabalhador,1,9h 11h 14h
trabalhador,1,9h 12h
trabalhador,1,9h 12h 14h
trabalhador,1,9h 16h
trabalhador,1,9h 16h site
trabalhador,1,9h 17h postar
trabalhador,1,9h 17h ser
trabalhador,1,9h postar
trabalhador,1,9h postar br
trabalhador,1,AGCO
trabalhador,1,AGCO entrevista
trabalhador,1,AGCO entrevista ir
trabalhador,1,Acesse site
trabalhador,1,Acesse site consultar
trabalhador,1,Acesse www
trabalhador,1,Acesse www portaldoempreendedor
trabalhador,1,Amatra querer
trabalhador,1,Amatra querer ver
trabalhador,1,Amatra ver
trabalhador,1,Amatra ver questao
trabalhador,1,Atendente balcao Atendente
trabalhador,1,Atendente balcao contabilidade
trabalhador,1,Atendente cafeteria
trabalhador,1,Atendente cafeteria acougue
trabalhador,1,Atuariais
trabalhador,1,Atuariais depois
trabalhador,1,Atuariais depois formar
trabalhador,1,Av
trabalhador,1,Av ser
trabalhador,1,Av ser independencia
trabalhador,1,CDL
trabalhador,1,CDL porto
trabalhador,1,CDL porto abrir
trabalhador,1,CPF certificado
trabalhador,1,CPF certificado conclusao
trabalhador,1,CPF comprovante endereco
trabalhador,1,CPF conferir
trabalhador,1,CPF conferir vaga
trabalhador,1,CPF mais
trabalhador,1,CPF mais informar
trabalhador,1,Camelodromo centro
trabalhador,1,Camelodromo centro curso
trabalhador,1,Camelodromo dentro
trabalhador,1,Camelodromo dentro ser
trabalhador,1,Camelodromo mais
trabalhador,1,Camelodromo mais feira
trabalhador,1,Claro
trabalhador,1,Claro ir
trabalhador,1,Claro ir so
trabalhador,1,Conforme
trabalhador,1,Conforme diretor
trabalhador,1,Conforme diretor recurso
trabalhador,1,Defensoria
trabalhador,1,Defensoria juiz
trabalhador,1,Defensoria juiz prestar
trabalhador,1,Enquanto
trabalhador,1,Enquanto maio
trabalhador,1,Enquanto maio numero
trabalhador,1,Eugenio
trabalhador,1,Eugenio 9h
trabalhador,1,Eugenio 9h 12h
trabalhador,1,Frentista maquina
trabalhador,1,Frentista maquina piscina
trabalhador,1,Frentista toldo
trabalhador,1,Frentista toldo veiculo
trabalhador,1,Home
trabalhador,1,Home companhia
trabalhador,1,Home companhia manter
trabalhador,1,Ipiranga porto
trabalhador,1,Ipiranga porto porto
trabalhador,1,Ipiranga sala
trabalhador,1,Ipiranga sala centro
trabalhador,1,Ipiranga selecao
trabalhador,1,Ipiranga selecao dia
trabalhador,1,Ipiranga vaga
trabalhador,1,Medidas
trabalhador,1,Medidas estimulo
trabalhador,1,Medidas estimulo queda
trabalhador,1,Mundial
trabalhador,1,Mundial sul
trabalhador,1,Mundial sul serra
trabalhador,1,Offshore feira
trabalhador,1,Offshore feira detalhe
trabalhador,1,Offshore ocorrer
trabalhador,1,Offshore ocorrer cidade
trabalhador,1,PASEP documento
trabalhador,1,PASEP documento conter
trabalhador,1,PASEP inscricao
trabalhador,1,PASEP inscricao contribuinte
trabalhador,1,PASEP postar
trabalhador,1,PASEP postar CAREN
trabalhador,1,Pelotas
trabalhador,1,Pelotas porto
trabalhador,1,Pelotas porto haver
trabalhador,1,Perspectivas
trabalhador,1,Perspectivas profissional
trabalhador,1,Perspectivas profissional tecnico
trabalhador,1,Porem
trabalhador,1,Porem epoca
trabalhador,1,Porem epoca gozo
trabalhador,1,ProJovem prorrogar
trabalhador,1,ProJovem prorrogar junho
trabalhador,1,ProJovem trabalhador
trabalhador,1,ProJovem trabalhador oferecer
trabalhador,1,Rapidinhas Rapidinhas
trabalhador,1,Rapidinhas Rapidinhas extensao
trabalhador,1,Rapidinhas extensao
trabalhador,1,Rapidinhas extensao porto
trabalhador,1,Recepcionista geral
trabalhador,1,Recepcionista geral obra
trabalhador,1,Recepcionista secretaria
trabalhador,1,Recepcionista secretaria tecnico
trabalhador,1,Sepulveda esquina centro
trabalhador,1,Sepulveda esquina curso
trabalhador,1,Sepulveda quase
trabalhador,1,Sepulveda quase esquina
trabalhador,1,Technologies
trabalhador,1,Technologies Home
trabalhador,1,Technologies Home companhia
trabalhador,1,Tereza
trabalhador,1,Tereza ano
trabalhador,1,Tereza ano preferir
trabalhador,1,Vanderlei
trabalhador,1,Vanderlei ano
trabalhador,1,Vanderlei ano idade
trabalhador,1,Vespucio
trabalhador,1,Vespucio vaga
trabalhador,1,Vespucio vaga exclusivo
trabalhador,1,Vitor
trabalhador,1,Vitor augusto
trabalhador,1,Vitor augusto postar
trabalhador,1,Zito determinacao
trabalhador,1,Zito determinacao ser
trabalhador,1,Zito perder
trabalhador,1,Zito perder regra
trabalhador,1,Zito substitutivo
trabalhador,1,Zito substitutivo projeto
trabalhador,1,abaixo chance
trabalhador,1,abaixo chance setor
trabalhador,1,abaixo registrados
trabalhador,1,abaixo registrados junho
trabalhador,1,abastecer
trabalhador,1,abastecer auxiliar
trabalhador,1,abastecer auxiliar nutrir
trabalhador,1,aberta CDL
trabalhador,1,aberta CDL porto
trabalhador,1,aberta Sepulveda
trabalhador,1,aberta Sepulveda esquina
trabalhador,1,aberta aberta
trabalhador,1,aberta aberta inscricao
trabalhador,1,aberta amanha agosto
trabalhador,1,aberta amanha vestibular
trabalhador,1,aberta atividade apoio
trabalhador,1,aberta atividade nivel
trabalhador,1,aberta candidato
trabalhador,1,aberta candidato querer
trabalhador,1,aberta crescer
trabalhador,1,aberta crescer area
trabalhador,1,aberta curso capacitar
trabalhador,1,aberta curso gestao
trabalhador,1,aberta curso iniciar
trabalhador,1,aberta fila
trabalhador,1,aberta fila ja
trabalhador,1,aberta fundar
trabalhador,1,aberta fundar NOVO
trabalhador,1,aberta milhao
trabalhador,1,aberta milhao vaga
trabalhador,1,aberta mulher
trabalhador,1,aberta mulher construcao
trabalhador,1,aberta oportunidade
trabalhador,1,aberta oportunidade ser
trabalhador,1,aberta poder
trabalhador,1,aberta poder ser
trabalhador,1,aberta porto
trabalhador,1,aberta porto regiao
trabalhador,1,aberta programa
trabalhador,1,aberta programa trainees
trabalhador,1,aberta quase
trabalhador,1,aberta quase mil
trabalhador,1,aberta restaurante
trabalhador,1,aberta restaurante oportunidade
trabalhador,1,aberta seguro
trabalhador,1,aberta seguro vaga
trabalhador,1,aberta ser seguinte
trabalhador,1,aberta ser vaga
trabalhador,1,aberta sul
trabalhador,1,aberta sul ser
trabalhador,1,aberta unidade
trabalhador,1,aberta unidade projeto
trabalhador,1,abertura conta
trabalhador,1,abertura conta bancario
trabalhador,1,abertura oportunidade
trabalhador,1,abertura oportunidade cidade
trabalhador,1,abertura programa
trabalhador,1,abertura programa trainees
trabalhador,1,abertura selecao
trabalhador,1,abertura selecao prever
trabalhador,1,abordar
trabalhador,1,abordar intervalo
trabalhador,1,abordar intervalo curso
trabalhador,1,abrir 9h
trabalhador,1,abrir 9h 17h
trabalhador,1,abrir area
trabalhador,1,abrir area regiao
trabalhador,1,abrir ato
trabalhador,1,abrir ato informar
trabalhador,1,abrir conta banco
trabalhador,1,abrir conta mesmo
trabalhador,1,abrir estar
trabalhador,1,abrir estar mais
trabalhador,1,abrir inscricao
trabalhador,1,abrir inscricao mais
trabalhador,1,abrir ir
trabalhador,1,abrir ir atividade
trabalhador,1,abrir mudanca
trabalhador,1,abrir mudanca ser
trabalhador,1,abrir ontem
trabalhador,1,abrir ontem fila
trabalhador,1,abrir oportunidade
trabalhador,1,abrir oportunidade web
trabalhador,1,abrir ouvir
trabalhador,1,abrir ouvir equipe
trabalhador,1,abrir periodo
trabalhador,1,abrir periodo mil
trabalhador,1,abrir proprio
trabalhador,1,abrir proprio negocio
trabalhador,1,abrir requerer
trabalhador,1,abrir requerer experiencia
trabalhador,1,abrir segunda
trabalhador,1,abrir segunda feira
trabalhador,1,abrir selecao
trabalhador,1,abrir selecao micro
trabalhador,1,abrir vaga periodo
trabalhador,1,abrir vaga ser
trabalhador,1,acabar descobrir
trabalhador,1,acabar descobrir talento
trabalhador,1,acabar formar
trabalhador,1,acabar formar olhar
trabalhador,1,acabar interessar
trabalhador,1,acabar interessar dever
trabalhador,1,acabar quando
trabalhador,1,acabar quando risco
trabalhador,1,academia
trabalhador,1,academia policia
trabalhador,1,academia policia divulgar
trabalhador,1,acao
trabalhador,1,acao marketing
trabalhador,1,acao marketing utilizar
trabalhador,1,acertar
trabalhador,1,acertar desenvolvimento
trabalhador,1,acertar desenvolvimento recurso
trabalhador,1,acessar
trabalhador,1,acessar rede
